fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,stars,price,kcal,age,production volume,sediment volume,opacity,magnesium oxide,total potassium
6.8,0.63,0.04,1.3,0.058,25.0,133.0,0.99271,3.17,0.39,10.2,1.0,16.29615617824355,186.7803754954566,1.9865937787221117,49075.44534834695,8.966774402641944,0.09854969965093474,48.78108338913536,99.84022025985732
5.8,0.28,0.18,1.2,0.058,7.0,108.0,0.99288,3.23,0.58,9.55,1.0,12.131445780144269,221.29556867225284,2.045656011852822,50605.35827649077,9.577110518545496,0.1008449946752246,48.74425445276602,100.47209517440159
6.1,0.2,0.34,9.5,0.041,38.0,201.0,0.995,3.14,0.44,10.1,1.0,8.272452690805427,217.6484230247704,1.9406167577381477,49420.20496415498,10.569291668279192,0.09799944415081653,48.16931150233594,99.73969234215126
9.4,0.29,0.55,2.2,0.05,17.0,119.0,0.9962,3.12,0.69,10.3,1.0,15.36778675677492,195.71467218258098,2.0424378717217593,50919.85112774404,10.001557309225655,0.100875663521234,48.91609914985296,97.06635388070083
6.4,0.43,0.27,1.1,0.054,5.0,110.0,0.9939,3.24,0.52,9.1,1.0,9.86108229295439,204.9551571015244,2.1104955957480103,52374.66464414309,10.043507434340663,0.09713284228883354,46.75099829975051,100.23069498173052
5.7,1.13,0.09,1.5,0.172,7.0,19.0,0.994,3.5,0.48,9.8,1.0,11.248311226473906,172.98559555133875,2.0482901480042255,50199.17203092679,9.891631664349953,0.10177261238620863,49.276581040733106,101.49792321850981
6.2,0.23,0.35,0.7,0.051,24.0,111.0,0.9916,3.37,0.43,11.0,1.0,14.089634178542386,224.78750079048544,1.930320294772703,51610.43559540251,9.450194663756962,0.10005004710724075,49.543831473700976,96.88877345313719
9.9,0.5,0.24,2.3,0.103,6.0,14.0,0.9978,3.34,0.52,10.0,1.0,13.695034995227932,194.74295197444422,2.170424754582431,50377.098098768016,9.64030482551786,0.09966072095793538,48.902277394745255,99.16377621088616
6.1,0.28,0.25,12.9,0.054,34.0,189.0,0.9979,3.25,0.43,9.0,1.0,10.969462904209934,196.5656523797938,2.085625837887129,51491.52919778799,9.92420065897845,0.09983698521673022,49.70746492057593,101.2974530470249
5.8,0.26,0.3,2.6,0.034,75.0,129.0,0.9902,3.2,0.38,11.5,1.0,20.535117229177654,196.16494527959333,2.015344033277691,50555.803453681634,8.673274579712603,0.09923263581460218,50.80615103932901,97.07552411043514
8.1,0.87,0.0,3.3,0.096,26.0,61.0,1.00025,3.6,0.72,9.8,1.0,13.612351938969706,237.84184716826152,2.0634873614247327,49319.74222440276,9.582906526017721,0.10297063651219378,50.65192404805396,98.20879550302477
6.1,0.38,0.14,3.9,0.06,27.0,113.0,0.99344,3.07,0.34,9.2,1.0,18.125751524873035,207.10062635444024,2.001699895233953,52737.15499914102,9.776110194403456,0.10162350470739323,51.065603101436665,99.66704337558345
7.0,0.975,0.04,2.0,0.087,12.0,67.0,0.99565,3.35,0.6,9.4,1.0,13.45353091377854,160.11272727811547,2.152636728523052,49589.72509354349,10.218003786483628,0.09814457563176922,48.71209014112669,98.13310444541628
8.4,0.67,0.19,2.2,0.093,11.0,75.0,0.99736,3.2,0.59,9.2,1.0,11.790384399706728,241.41993820176347,1.9553041432587295,49212.61534049042,10.619888175698005,0.09812608874167492,53.8901152681866,98.32972304634976
7.4,0.45,0.32,7.1,0.044,17.0,117.0,0.9962,3.32,0.41,10.4,1.0,12.281494608984875,168.35475177959984,2.033527953978924,48885.96340455114,9.29583066696097,0.09984682468558168,46.5877936990844,100.49953297349708
6.6,0.31,0.37,6.2,0.052,13.0,164.0,0.99602,3.24,0.39,8.8,1.0,13.072104828226252,198.84704365608735,1.8494954471509693,52814.677762300926,10.168084474336895,0.09825080429500226,46.50118669227275,101.1051404409531
7.0,0.61,0.26,1.7,0.051,25.0,161.0,0.9946,3.36,0.6,10.6,1.0,18.241575761216104,190.9805154355152,2.095706828914732,51075.12239666509,10.543232400629703,0.09958855022966456,50.553091230761424,100.42374623384177
7.4,0.28,0.4,11.9,0.032,13.0,92.0,0.99629,3.01,0.46,10.8,1.0,15.685065507966975,213.6263290948666,1.9195838987870864,49277.82007269879,11.216056747456179,0.10036454544824294,48.04029953983409,100.2624106339346
7.5,0.32,0.24,4.6,0.053,8.0,134.0,0.9958,3.14,0.5,9.1,1.0,14.455398785887718,210.73686979850697,2.2586789122942412,49613.738163730945,10.765490898484842,0.10025485531167531,49.93354731642837,99.65354238245986
7.1,0.64,0.49,1.8,0.05,17.0,128.0,0.9946,3.31,0.58,10.6,1.0,16.71050640777781,165.73254747282564,1.9032687057928983,51642.66146510286,10.531019605433741,0.10042050133362164,47.51165416861256,101.6767030882247
8.3,0.675,0.26,2.1,0.084,11.0,43.0,0.9976,3.31,0.53,9.2,1.0,17.084131299925883,192.90245806621917,2.018054281303681,50909.3777259548,9.717089429888052,0.10052917694878052,51.869252485229055,99.20619443007261
8.3,0.625,0.2,1.5,0.08,27.0,119.0,0.9972,3.16,1.12,9.1,1.0,16.795140569776997,158.951236950989,2.1717344095766866,50443.392029178256,9.735468447537727,0.09910743870066921,53.29242433253385,101.4829459699065
10.4,0.61,0.49,2.1,0.2,5.0,16.0,0.9994,3.16,0.63,8.4,1.0,9.291854735005892,235.3759959679894,1.9130916594172276,51026.51728637769,9.827687981222923,0.10040061489217053,52.62924432232622,102.16142793959517
9.8,0.93,0.45,8.6,0.052,34.0,187.0,0.9994,3.12,0.59,10.2,1.0,19.2618529875162,201.15806579517937,2.2075953336044645,49050.9516929662,9.889186303267595,0.10055311905415068,48.29158397799273,96.24757286881034
6.1,1.1,0.16,4.4,0.033,8.0,109.0,0.99058,3.35,0.47,12.4,1.0,14.931288328139006,228.60287635459483,1.8042522895879038,49423.6384171039,9.796362666300745,0.09991128316400713,49.427797160529394,99.75910449938829
7.2,0.32,0.47,5.1,0.044,19.0,65.0,0.991,3.03,0.41,12.6,1.0,15.525954443435788,168.9097733562416,1.8048847182566616,49661.17528255824,10.745400771815907,0.10225802775266042,49.65978155924954,100.50764925767594
6.0,0.395,0.0,1.4,0.042,7.0,55.0,0.99135,3.37,0.38,11.2,1.0,10.605689721223289,198.92851742749284,1.8797083566884056,51015.54368398172,10.672235824350718,0.10131982530029622,48.40754254716041,99.67123640463548
8.5,0.17,0.49,8.8,0.048,23.0,108.0,0.9947,2.88,0.34,10.5,1.0,14.207161251490664,143.59041242320785,2.0776532504037766,50654.82085985047,10.384058990025279,0.10141389533306708,47.451376710205196,102.04349041832157
9.2,0.52,1.0,3.4,0.61,32.0,69.0,0.9996,2.74,2.0,9.4,1.0,15.352405395938918,254.11279376455747,1.859796568662988,47943.8166375108,10.444651614257669,0.09902670629122613,46.63329324871905,103.1220238939614
11.6,0.58,0.66,2.2,0.074,10.0,47.0,1.0008,3.25,0.57,9.0,1.0,13.857012560419427,169.6854770683457,2.0037744688761197,48061.31227643133,10.16393880464559,0.10011940651969235,50.461021605308275,100.25774419906693
6.5,0.67,0.0,4.3,0.057,11.0,20.0,0.99488,3.45,0.56,11.8,1.0,19.70339320834386,176.26595570085522,2.08856784861239,47695.63344786479,9.635015647400166,0.09937174611872233,50.37645745872699,100.27696046919584
7.0,0.61,0.26,1.7,0.051,25.0,161.0,0.9946,3.36,0.6,10.6,1.0,13.836904352586936,207.37410340376243,1.999564602263819,48792.15306657319,9.684667635131293,0.0990754021706074,47.85244268327167,100.03265631878276
6.5,0.29,0.25,2.5,0.142,8.0,111.0,0.9927,3.0,0.44,9.9,1.0,18.645003411623712,212.01497867216628,1.7811992078214625,50311.99147607329,8.973734555884327,0.09947331055586495,52.932988447046355,98.56646250004319
6.9,0.32,0.16,1.4,0.051,15.0,96.0,0.994,3.22,0.38,9.5,1.0,18.34427180392942,191.80644599007695,2.04935103305315,51406.16851660317,9.583928301038135,0.09942961751657396,49.62324781928625,99.83362518849614
6.8,0.815,0.0,1.2,0.267,16.0,29.0,0.99471,3.32,0.51,9.8,1.0,18.080028133837448,180.4970933969106,1.8562329936678796,49775.96454139628,10.492844791266306,0.09976991649126754,56.85651061418052,100.85111046941361
6.8,0.26,0.34,15.1,0.06,42.0,162.0,0.99705,3.24,0.52,10.5,1.0,13.512166728946372,214.81801797751922,2.2157969887781075,50260.50680886976,9.7124682810693,0.10017695226399159,54.82017276049357,97.68750937986866
6.1,0.38,0.14,3.9,0.06,27.0,113.0,0.99344,3.07,0.34,9.2,1.0,11.526685890253194,189.73824731323842,1.898509088654432,50925.76512045472,9.3360859158649,0.09887402611299125,50.14674527214603,103.33208190995235
9.8,0.36,0.46,10.5,0.038,4.0,83.0,0.9956,2.89,0.3,10.1,1.0,18.665937219921823,200.99554442021068,1.9916890416291801,48985.57941192417,9.872769535588787,0.10068602207687033,46.00249508455288,99.43710397482612
6.7,0.54,0.27,7.1,0.049,8.0,178.0,0.99502,3.16,0.38,9.4,1.0,9.888410617168082,203.25782638793157,1.879359544323885,50540.940897316475,10.040234629210364,0.09944449839197426,52.488409135089874,99.25620751915109
9.8,0.93,0.45,8.6,0.052,34.0,187.0,0.9994,3.12,0.59,10.2,1.0,7.990115259627437,171.69468465283688,1.857165747739697,51267.24227733257,9.152147984507748,0.09907147626890449,51.09856426700877,98.9207553539499
8.2,0.29,0.49,1.0,0.044,29.0,118.0,0.9928,3.24,0.36,10.9,1.0,13.416304647114588,202.19365031448862,2.223429785144268,49834.878927117665,10.474863728549224,0.09910840253813813,50.006416370089944,101.60423323317447
5.3,0.47,0.1,1.3,0.036,11.0,74.0,0.99082,3.48,0.54,11.2,1.0,10.073719652413907,187.8747505890256,2.0727481295871573,50062.24868185073,10.88481457844458,0.0981046726632969,49.929508869649744,103.29327677423464
6.6,0.38,0.18,1.2,0.042,20.0,84.0,0.9927,3.22,0.45,10.1,1.0,13.892053180951756,204.118383602664,1.906254490603467,49898.80977359027,9.54739831999864,0.09843777959485261,51.51014677364984,100.65249622482997
6.9,0.3,0.36,4.5,0.054,31.0,203.0,0.99513,3.4,0.57,10.4,1.0,13.119013312611422,200.8119894309545,1.9198808528726123,49068.84782433122,9.910044208000185,0.0981066013614932,50.96622928115563,97.38264244719525
5.3,0.43,0.11,1.1,0.029,6.0,51.0,0.99076,3.51,0.48,11.2,1.0,17.20064079564846,209.02312666070858,2.040068828419914,49446.498711434986,9.247989874914666,0.10001875119196058,47.95167361840725,101.32568288671348
6.8,0.63,0.04,1.3,0.058,25.0,133.0,0.99271,3.17,0.39,10.2,1.0,8.927107393925496,158.0501515634919,2.0876147309699924,50076.585880469174,9.671258806497313,0.10098532296908938,50.611390414536075,99.2556327968507
6.1,0.2,0.34,9.5,0.041,38.0,201.0,0.995,3.14,0.44,10.1,1.0,12.525534100760538,164.40644086325992,1.8743781924941239,49343.69049509214,10.933981539679081,0.09968162282353922,48.97424999259591,103.56756456106272
6.9,0.41,0.22,4.2,0.031,10.0,102.0,0.993,3.0,0.86,11.6,1.0,18.29681127721589,150.99416284404202,1.8890084690680269,49121.51244966972,10.022476730003271,0.0998097376761729,51.52476662583737,100.31891527320346
6.5,0.48,0.02,0.9,0.043,32.0,99.0,0.99226,3.14,0.47,9.8,1.0,19.628495226638734,208.18384405812316,2.0380848409054115,50247.8825480569,10.530646047659959,0.09944716600160414,50.328739278269055,98.94769326211765
5.0,1.02,0.04,1.4,0.045,41.0,85.0,0.9938,3.75,0.48,10.5,1.0,11.48369265403563,213.2261297517326,2.025017792321916,49710.173881823415,9.519590631913271,0.1009122558651526,51.686923745935346,100.40425111893379
6.3,0.38,0.17,8.8,0.08,50.0,212.0,0.99803,3.47,0.66,9.4,1.0,14.955664635880114,185.09089564471103,1.98998695993679,51023.95369869243,9.485570469055958,0.09973296309346184,50.736378039093246,101.59426987952104
7.3,0.28,0.42,1.2,0.033,29.0,142.0,0.99205,3.17,0.43,10.7,1.0,13.935693185306274,223.64742014158497,1.944447850367832,50311.89938259299,9.025119392065621,0.09778200724270972,50.57527454167986,101.55112269015818
9.9,0.5,0.24,2.3,0.103,6.0,14.0,0.9978,3.34,0.52,10.0,1.0,18.60866405047771,197.33398143622634,2.2263616724018327,48523.85427602758,9.809008029217084,0.10066633177687509,51.61403972206687,98.6085788466347
6.7,0.64,0.3,1.2,0.03,18.0,76.0,0.9892,3.16,0.6,12.9,1.0,11.700904815536386,187.58842951511676,1.8441289010447695,50716.647250246526,9.805796864877468,0.10082852814616373,52.58956376576703,100.14018462234768
7.6,0.26,0.36,1.6,0.032,6.0,106.0,0.993,3.15,0.4,10.4,1.0,11.951186906426432,174.53684745134007,2.2294484814595092,50667.140441002186,10.441347926894524,0.10074834346773444,49.86882923255004,99.40094324776729
5.2,0.405,0.15,1.45,0.038,10.0,44.0,0.99125,3.52,0.4,11.6,1.0,16.144520447083025,198.27313394771843,1.919781087905478,50114.77179284692,10.832778416010523,0.09967177362743009,46.833381815348325,97.31378783340423
6.8,0.67,0.3,13.0,0.29,22.0,193.0,0.9984,3.08,0.67,9.0,1.0,14.148831273257152,187.2026546656268,1.9257673129987394,48576.112537461064,9.950351709768768,0.1002835703758314,53.878728136296075,95.24627758961321
6.3,0.24,0.37,1.8,0.031,6.0,61.0,0.9897,3.3,0.34,12.2,1.0,16.20298316636922,202.2319975629654,2.043882480425823,48659.49703269864,10.039303652975132,0.0993280406786426,48.00213911719081,100.84450195894064
5.6,0.18,0.29,2.3,0.04,5.0,47.0,0.99126,3.07,0.45,10.1,1.0,14.139269275051266,219.28483589603314,1.9266490369102212,49648.01383155508,10.636141690084573,0.09954918251238584,51.83628280469539,101.44339035713995
6.8,0.32,0.34,1.2,0.044,14.0,67.0,0.9919,3.05,0.47,10.6,1.0,14.4797174300862,218.27437998490225,2.0460320084405503,50200.81128778997,9.923358319927623,0.10182522719265735,48.18785369505912,101.04475212826416
8.3,0.33,0.42,1.15,0.033,18.0,96.0,0.9911,3.2,0.32,12.4,1.0,14.77495650440268,202.59605202298502,1.7907093079822611,48723.67129445443,10.393188885924951,0.09966478439047405,48.23379417555846,99.18169405874666
6.4,0.34,0.2,14.9,0.06,37.0,162.0,0.9983,3.13,0.45,9.0,1.0,8.14815472219971,221.4178325228014,1.95601055850484,50467.74047057293,10.275927440175188,0.1005376228595937,49.90745131886945,101.78096818463212
6.9,0.39,0.22,4.3,0.03,10.0,102.0,0.993,3.0,0.87,11.6,1.0,19.042805854319575,176.55169135633076,2.0641621287386394,50027.38324473093,10.147950546950002,0.09978009007512925,50.236228667016306,98.77108535247564
7.1,0.64,0.49,1.8,0.05,17.0,128.0,0.9946,3.31,0.58,10.6,1.0,13.902264824777541,211.63017155990684,1.9865760054312478,50144.863857333126,10.329464466278147,0.10135453141445082,47.32643828806939,98.7526095446856
7.4,0.27,0.31,2.4,0.014,15.0,143.0,0.99094,3.03,0.65,12.0,1.0,14.999859174363051,202.892411532656,1.951831347736316,50538.42312804061,9.043589294725429,0.10084610942431615,47.32301770388587,100.09950661533483
8.7,0.31,0.21,5.6,0.039,28.0,67.0,0.99328,2.96,0.52,11.0,1.0,18.347844614009322,228.9070349137239,2.248492051965111,51235.49144816607,10.118953142817512,0.09915445977273889,49.14301065754646,101.24644603269923
7.6,0.23,0.26,15.3,0.067,32.0,166.0,0.9986,3.03,0.44,9.2,1.0,17.111568361993523,169.69572552174301,1.9918647654144017,49732.21453568089,9.462694074678847,0.09989598362520004,48.48438825571034,97.7303250570458
6.9,0.25,0.24,3.6,0.057,13.0,85.0,0.9942,2.99,0.48,9.5,1.0,13.536844745932699,182.01678423002787,1.918748086359314,48676.85627830481,9.347814349467985,0.0998009968981944,49.62937295170643,98.28118611920077
8.4,0.19,0.42,1.6,0.047,9.0,101.0,0.994,3.06,0.65,11.1,1.0,6.739480261339224,193.19227925610627,2.064739826727805,49426.71724363744,10.438938047206737,0.0985299057003831,49.341295307773024,97.22820655645396
6.4,0.595,0.14,5.2,0.058,15.0,97.0,0.9951,3.38,0.36,9.0,1.0,21.848769257250996,202.70176220620831,2.205129370788959,48916.389898320536,10.26765996597287,0.09990442993324312,51.85751125110706,99.5826613783614
6.5,0.27,0.19,4.2,0.046,6.0,114.0,0.9955,3.25,0.35,8.6,1.0,16.41933185386082,221.12340190600096,1.9246756159986524,51601.684734329734,10.824475830573949,0.09978922660642024,51.18561374528562,98.33840965114499
8.3,0.675,0.26,2.1,0.084,11.0,43.0,0.9976,3.31,0.53,9.2,1.0,19.540614375497814,190.80735527095186,1.7762975457977248,49921.68222300228,9.651976320795878,0.09907212611944137,51.73030906783567,102.84436543745684
7.1,0.84,0.02,4.4,0.096,5.0,13.0,0.997,3.41,0.57,11.0,1.0,11.918710826682332,246.43954598654142,1.9384728177496795,50966.060445630974,10.172585018040907,0.10052769765284342,51.17643682427599,102.28754794706873
6.2,0.23,0.35,0.7,0.051,24.0,111.0,0.9916,3.37,0.43,11.0,1.0,17.80324666274785,225.81310101338255,2.1589741282482118,49632.75249132095,9.528701096971234,0.10071052887113621,48.25605570122254,99.12346394977611
5.9,0.655,0.0,5.6,0.033,8.0,31.0,0.9936,3.32,0.51,10.5,1.0,8.73236023262863,211.35153178822623,2.0811937291448364,50893.13971487054,9.967866791401287,0.09955092789632347,46.23035025702519,97.99537538510658
6.4,0.53,0.09,3.9,0.123,14.0,31.0,0.9968,3.5,0.67,11.0,1.0,10.643520297871287,171.24646159241374,1.952660811027076,50298.816234741695,9.389412032091903,0.10010234480243346,45.307583784697236,99.23091632551304
6.3,0.38,0.17,8.8,0.08,50.0,212.0,0.99803,3.47,0.66,9.4,1.0,9.41714179753255,208.23942622720642,1.948930231700401,48725.319189756294,10.013701183872676,0.09914483005936496,51.226740913440345,97.94117743552596
6.3,0.24,0.37,1.8,0.031,6.0,61.0,0.9897,3.3,0.34,12.2,1.0,16.465995603402455,167.40285807502312,1.8658669940980968,48588.75702683945,10.34358455815132,0.09902368523532896,49.216876781530274,97.72364800081542
8.0,0.83,0.27,2.0,0.08,11.0,63.0,0.99652,3.29,0.48,9.8,1.0,16.298790016974795,157.3122435782605,1.928002839836835,50793.50937518193,10.295982574554493,0.10021473259643957,52.0375779770067,96.7616037780734
6.8,0.63,0.04,1.3,0.058,25.0,133.0,0.99271,3.17,0.39,10.2,1.0,17.69329236993659,235.96283496708404,2.1025850639398063,51403.84132975944,9.74087496590346,0.09931453526854755,48.91012487876893,99.21886770465649
8.3,0.845,0.01,2.2,0.07,5.0,14.0,0.9967,3.32,0.58,11.0,1.0,15.8731698567262,246.30855753519972,1.9559737297310376,50811.755871295056,10.77865123660703,0.10017024060261417,53.24622619488047,98.8385877744711
7.1,0.32,0.32,11.0,0.038,16.0,66.0,0.9937,3.24,0.4,11.5,1.0,15.799600307836377,198.06260498444993,2.1560830399441393,51760.6319605411,10.486177177335293,0.10043204521334298,52.08537509788518,96.55543976339045
8.1,0.87,0.0,3.3,0.096,26.0,61.0,1.00025,3.6,0.72,9.8,1.0,14.469216025181735,169.35153047649771,1.913607809398872,50323.92226648499,9.755233261592322,0.09941444790621502,49.009204733786945,102.45678879871507
6.5,0.52,0.17,1.4,0.047,5.0,26.0,0.9932,3.26,0.32,10.0,1.0,16.05043940494607,226.35379827590975,1.9883311815885094,49193.124910052626,9.695329085494283,0.10048503321311537,51.58417277772589,96.88867861995075
8.5,0.26,0.21,16.2,0.074,41.0,197.0,0.998,3.02,0.5,9.8,1.0,16.596379812502768,199.2614092861319,1.977602739700138,50975.01680722098,10.77462643059444,0.10144759050985491,49.40938358710435,100.8948546196182
7.4,0.28,0.4,11.9,0.032,13.0,92.0,0.99629,3.01,0.46,10.8,1.0,15.203653239305098,196.84208042135998,2.004425545933333,50666.46897860822,10.963806662132962,0.09986207250142562,52.9846748965947,97.97558363634846
6.8,0.26,0.34,15.1,0.06,42.0,162.0,0.99705,3.24,0.52,10.5,1.0,12.777728570117986,161.81277472936873,1.902926827085639,49814.240360406206,10.003846066728732,0.10173699570412763,53.38561328121141,99.73531013686977
10.2,0.23,0.37,2.2,0.057,14.0,36.0,0.99614,3.23,0.49,9.3,1.0,15.258629339329644,239.16918870641734,1.9173356386583327,50178.80965878135,10.726254049314981,0.10052561142749168,47.64825008717749,102.24262870537565
6.0,0.35,0.46,0.9,0.033,9.0,65.0,0.98934,3.24,0.35,12.1,1.0,16.376387939771625,189.24979772456751,1.905507261113745,49155.710029897484,10.388480252041292,0.10111093501411696,49.28478803730379,101.43067650646996
8.8,0.955,0.05,1.8,0.075,5.0,19.0,0.99616,3.3,0.44,9.6,1.0,18.71158917213817,161.1551878162516,1.9135561792539877,50727.69277636644,9.687921212817464,0.10101231724123462,49.41186739403824,97.8447519643355
6.9,0.25,0.24,3.6,0.057,13.0,85.0,0.9942,2.99,0.48,9.5,1.0,9.627824083265413,222.0582816995024,1.9384946383754331,49205.791303355,10.372694789716912,0.09922952672817782,52.009382424638176,101.72122147213923
6.8,0.63,0.04,1.3,0.058,25.0,133.0,0.99271,3.17,0.39,10.2,1.0,15.42332928255407,238.85381393721764,2.1403239446423314,50453.24260479302,9.326210449639342,0.10137280948487719,51.35209080485592,99.87868178979888
9.2,0.16,0.49,2.0,0.044,18.0,107.0,0.99514,3.1,0.53,10.2,1.0,12.345297592536937,165.5010633256737,1.80969502978975,49964.66869470221,9.575204014341743,0.09848187429160904,46.51062029281166,100.0433801575895
8.6,0.34,0.36,1.4,0.045,11.0,119.0,0.99556,3.17,0.47,9.4,1.0,15.977695368647488,187.58686056834833,1.8867453220958803,49979.98773576887,10.296250798515201,0.10105946491257572,49.679181902570434,98.56980623613383
6.3,0.24,0.37,1.8,0.031,6.0,61.0,0.9897,3.3,0.34,12.2,1.0,13.862652559249426,169.71476744549756,2.0712979316935316,50911.24795579417,10.240779171131354,0.10043961297657164,46.58037147703239,100.07863214814358
10.2,0.44,0.88,6.2,0.049,20.0,124.0,0.9968,2.99,0.51,9.9,1.0,10.311592582404934,202.5053701424813,1.9193015440622783,51759.61151283761,10.229574304548203,0.09934599295557792,52.9136576656273,98.99282752695014
8.0,0.66,0.72,17.55,0.042,62.0,233.0,0.9999,2.92,0.68,9.4,1.0,13.889392978491038,207.7552948816793,1.995156432369922,49890.083909588095,9.927013602056352,0.09970109097891858,48.325590914506954,99.13391385829539
10.2,0.23,0.37,2.2,0.057,14.0,36.0,0.99614,3.23,0.49,9.3,1.0,16.63021991326287,199.6484455369203,1.8408069095465698,50257.65031062664,10.965884673700833,0.09989951494722325,53.58307855507193,98.79393110765226
9.1,0.765,0.04,1.6,0.078,4.0,14.0,0.998,3.29,0.54,9.7,1.0,11.117617155086847,214.91216077882783,1.9119463935096954,50522.07140652505,9.828115984071603,0.09868268161853275,52.992978746993586,100.85292145941833
7.4,0.28,0.4,11.9,0.032,13.0,92.0,0.99629,3.01,0.46,10.8,1.0,12.675170622980236,179.03697172601028,2.045437216831968,49536.61667304544,10.416513265617889,0.09841138081715703,50.684206089584166,101.321017560736
8.3,0.675,0.26,2.1,0.084,11.0,43.0,0.9976,3.31,0.53,9.2,1.0,14.82998011225247,161.7081175115555,2.111498554767021,49257.359785066736,9.224104448097002,0.10011909862046114,51.048485995467324,99.15511070534673
6.2,0.53,0.02,0.9,0.035,6.0,81.0,0.99234,3.24,0.35,9.5,1.0,19.242757307967025,144.45612200106163,1.897459333587016,51913.670210473625,10.675388255741245,0.10130997692701683,53.548134113372534,99.75254865538118
6.2,0.53,0.02,0.9,0.035,6.0,81.0,0.99234,3.24,0.35,9.5,1.0,15.518450321199415,225.60095061357816,2.0928069035825345,51060.31374825189,10.325652468687533,0.09896239989287159,44.154287038349295,101.40835548042611
5.3,0.47,0.1,1.3,0.036,11.0,74.0,0.99082,3.48,0.54,11.2,1.0,17.78565720481284,182.24345012746625,2.068813981957155,50470.80630583743,11.121667533305445,0.10031371263682143,48.49035177435353,101.75162489942765
6.0,0.11,0.47,10.6,0.052,69.0,148.0,0.9958,2.91,0.34,9.3,1.0,17.480931699628318,216.71017058997225,2.027833956932324,51657.701754660535,10.031263671588636,0.09949001303112986,51.05416359786338,99.94233406072995
6.7,0.25,0.26,1.55,0.041,118.5,216.0,0.9949,3.55,0.63,9.4,1.0,15.594059997337906,205.70100582924536,1.948850505850563,50764.80259063537,10.909666848401763,0.09940310253004839,51.05910852119414,98.86150337593499
8.0,0.55,0.17,8.2,0.04,13.0,60.0,0.9956,3.09,0.3,9.5,1.0,18.77876226589836,199.3652188285784,2.076527646829468,50037.82546204194,10.549895692983277,0.09979067556238344,49.82246360090313,99.91255171640665
8.4,0.635,0.36,2.0,0.089,15.0,55.0,0.99745,3.31,0.57,10.4,1.0,15.742838953964648,146.6483276830174,2.1941687436417494,50477.727224248425,9.75545925436839,0.10069822343066184,49.857120453854826,101.55789077596789
6.8,0.27,0.29,4.6,0.046,6.0,88.0,0.99458,3.34,0.48,10.6,1.0,8.916782398395071,208.47731968856158,1.8788194129422948,49278.19197899318,9.4871697185258,0.10062564255466264,52.72150581110731,99.90701601576937
6.7,0.54,0.27,7.1,0.049,8.0,178.0,0.99502,3.16,0.38,9.4,1.0,13.92116823991274,178.43249564248148,2.0128052628202746,48742.26648340526,10.520066208847048,0.10201660402641839,49.96073835593712,100.00172108284232
7.3,0.28,0.42,1.2,0.033,29.0,142.0,0.99205,3.17,0.43,10.7,1.0,14.66593626295025,204.87784755795082,1.9951757892885802,50815.34985634175,9.451051408489732,0.10025338218092285,47.919891425229736,99.25062128673248
12.5,0.46,0.49,4.5,0.07,26.0,49.0,0.9981,3.05,0.57,9.6,1.0,16.26365464726332,189.16521092921025,1.9895364079815718,49885.48333344025,9.976237484302775,0.10021009696479359,48.332361927128,101.32259054980797
9.2,0.35,0.39,0.9,0.042,15.0,61.0,0.9924,2.96,0.28,10.4,1.0,15.68412566002241,194.7849604456775,1.947578176514085,50566.903750916055,11.243217572476253,0.10022558006836431,46.82191431761987,97.72930587489996
9.2,0.52,1.0,3.4,0.61,32.0,69.0,0.9996,2.74,2.0,9.4,1.0,13.372434099635225,227.79646512979883,1.9763073814780823,48882.06774542115,10.5303066710184,0.09994551591537738,51.04296186504828,100.73347951168101
7.2,0.58,0.54,2.1,0.114,3.0,9.0,0.99719,3.33,0.57,10.3,1.0,15.683036456620817,201.95017802904528,2.213233928684599,50943.50274204386,10.317657925772435,0.0992459253452764,54.06576924693699,104.43203485732165
5.9,0.21,0.28,4.6,0.053,40.0,199.0,0.9964,3.72,0.7,10.0,1.0,12.145419300958082,214.2199002716486,2.0655821591446917,48230.27509048131,9.442014434065058,0.09920273374550356,51.465227543444286,100.8029174716819
6.3,0.39,0.24,6.9,0.069,9.0,117.0,0.9942,3.15,0.35,10.2,1.0,19.764261111808892,220.32201677895694,2.1925370651803173,50660.26557373788,9.607388652039166,0.09956603087269125,50.48316415023546,99.86233521135605
7.2,0.5,0.0,0.8,0.034,46.0,114.0,0.9932,3.19,0.34,9.2,1.0,18.844957435347602,198.31250640776727,2.082564755274899,51004.03073449191,9.918918260431022,0.10077866601197447,49.76145345731336,100.04004927947763
8.4,0.67,0.19,2.2,0.093,11.0,75.0,0.99736,3.2,0.59,9.2,1.0,13.667966635862971,179.73489146268898,2.0444324566983028,50026.97622003377,11.445910506690705,0.10043221795670183,49.669712021443786,97.78326588083375
6.9,0.25,0.24,3.6,0.057,13.0,85.0,0.9942,2.99,0.48,9.5,1.0,13.424555183009117,184.72807014073027,2.1489188908934733,50885.061988135945,10.294781303856912,0.10014921535362387,51.03229497708118,101.30809576132457
7.2,0.32,0.47,5.1,0.044,19.0,65.0,0.991,3.03,0.41,12.6,1.0,13.436815685462863,205.12317037818897,2.1199018812080332,51526.935098524715,10.58956919450548,0.09908265783468789,46.80246897913957,101.07066763010907
